"사용일자","노선명","역명","승차총승객수","하차총승객수"
"2022-01-29","5호선","충정로(경기대입구)",1419,1275
"2022-01-29","5호선","애오개",2943,2705
"2022-01-29","5호선","공덕",5290,5367
"2022-01-29","5호선","마포",5656,5676
"2022-01-29","5호선","여의나루",4129,5227
"2022-01-29","5호선","여의도",8238,8467
"2022-01-29","5호선","신길",1968,1861
"2022-01-29","5호선","영등포시장",5998,5870
"2022-01-29","5호선","영등포구청",1624,1518
"2022-01-29","5호선","양평",3001,2607
"2022-01-29","5호선","오목교(목동운동장앞)",12902,13288
"2022-01-29","5호선","목동",9018,9063
"2022-01-29","5호선","신정(은행정)",7348,6282
"2022-01-29","5호선","까치산",17926,16561
"2022-01-29","5호선","화곡",16770,15023
"2022-01-29","5호선","우장산",8409,8325
"2022-01-29","5호선","발산",9932,10233
"2022-01-29","5호선","마곡",4469,4455
"2022-01-29","5호선","송정",4232,4056
"2022-01-29","5호선","김포공항",6407,7577
"2022-01-29","5호선","개화산",3123,3043
"2022-01-29","5호선","방화",3821,3668
"2022-01-29","4호선","쌍문",17907,15924
"2022-01-29","4호선","창동",17780,18853
"2022-01-29","4호선","노원",13481,14518
"2022-01-29","4호선","상계",11585,11047
"2022-01-29","4호선","당고개",8266,7936
"2022-01-29","4호선","남태령",679,502
"2022-01-29","4호선","사당",15676,13304
"2022-01-29","4호선","총신대입구(이수)",12304,12990
"2022-01-29","4호선","동작(현충원)",836,996
"2022-01-29","4호선","이촌(국립중앙박물관)",5170,5598
"2022-01-29","4호선","신용산",7573,8795
"2022-01-29","4호선","삼각지",2730,3193
"2022-01-29","4호선","숙대입구(갈월)",6674,6202
"2022-01-29","4호선","서울역",4074,9099
"2022-01-29","4호선","회현(남대문시장)",12914,13981
"2022-01-29","4호선","명동",9672,10830
"2022-01-29","4호선","충무로",8657,8878
"2022-01-29","4호선","동대문역사문화공원(DDP)",8542,7657
"2022-01-29","4호선","동대문",8823,9136
"2022-01-29","4호선","혜화",22139,21845
"2022-01-29","4호선","한성대입구(삼선교)",8018,7358
"2022-01-29","4호선","성신여대입구(돈암)",13786,12499
"2022-01-29","4호선","길음",11789,10968
"2022-01-29","4호선","미아사거리",18454,17712
"2022-01-29","4호선","미아(서울사이버대학)",9199,8635
"2022-01-29","4호선","수유(강북구청)",22488,21667
"2022-01-29","3호선","오금",2959,2657
"2022-01-29","3호선","경찰병원",3295,2970
"2022-01-29","3호선","가락시장",5398,5256
"2022-01-29","3호선","수서",8542,9570
"2022-01-29","3호선","일원",3823,3726
"2022-01-29","3호선","대청",4907,4473
"2022-01-29","3호선","학여울",855,830
"2022-01-29","3호선","대치",8329,7482
"2022-01-29","3호선","도곡",2467,2447
"2022-01-29","3호선","매봉",4755,4466
"2022-01-29","3호선","양재(서초구청)",15150,15569
"2022-01-29","3호선","남부터미널(예술의전당)",15713,19877
"2022-01-29","3호선","교대(법원.검찰청)",4990,2924
"2022-01-29","3호선","고속터미널",35794,56093
"2022-01-29","3호선","잠원",2476,2428
"2022-01-29","3호선","신사",19733,20281
"2022-01-29","3호선","압구정",21122,22140
"2022-01-29","3호선","옥수",5440,5597
"2022-01-29","3호선","금호",4943,4429
"2022-01-29","3호선","약수",7452,6776
"2022-01-29","3호선","동대입구",5361,5733
"2022-01-29","3호선","충무로",1,0
"2022-01-29","3호선","을지로3가",3583,3596
"2022-01-29","3호선","종로3가",4459,5985
"2022-01-29","3호선","안국",10345,11421
"2022-01-29","3호선","경복궁(정부서울청사)",11309,11290
"2022-01-29","3호선","독립문",4501,4655
"2022-01-29","3호선","무악재",2202,2187
"2022-01-29","3호선","홍제",11148,10185
"2022-01-29","3호선","녹번",8635,7400
"2022-01-29","3호선","불광",11100,12101
"2022-01-29","3호선","연신내",25391,23455
"2022-01-29","3호선","구파발",12453,12285
"2022-01-29","3호선","지축",2371,2322
"2022-01-29","2호선","용두(동대문구청)",1614,1645
"2022-01-29","2호선","신정네거리",6023,5988
"2022-01-29","2호선","양천구청",3689,3672
"2022-01-29","2호선","도림천",684,708
"2022-01-29","2호선","신설동",2994,2956
"2022-01-29","2호선","신답",840,845
"2022-01-29","2호선","용답",1888,1710
"2022-01-29","2호선","충정로(경기대입구)",4139,4172
"2022-01-29","2호선","아현",5938,5564
"2022-01-29","2호선","이대",7598,7256
"2022-01-29","2호선","신촌",22910,22150
"2022-01-29","2호선","홍대입구",47166,47569
"2022-01-29","2호선","합정",20557,21749
"2022-01-29","2호선","당산",9027,9636
"2022-01-29","2호선","영등포구청",9413,9308
"2022-01-29","2호선","문래",8463,8664
"2022-01-29","2호선","신도림",28405,28328
"2022-01-29","2호선","대림(구로구청)",15127,16037
"2022-01-29","2호선","구로디지털단지",27413,25446
"2022-01-29","2호선","신대방",16405,14670
"2022-01-29","2호선","신림",41764,36642
"2022-01-29","2호선","봉천",14330,12551
"2022-01-29","2호선","서울대입구(관악구청)",30054,26418
"2022-01-29","2호선","낙성대(강감찬)",16638,14034
"2022-01-29","2호선","사당",21888,23978
"2022-01-29","2호선","방배",7168,7684
"2022-01-29","2호선","서초",7232,6382
"2022-01-29","2호선","교대(법원.검찰청)",13106,14424
"2022-01-29","2호선","강남",46702,45958
"2022-01-29","2호선","역삼",13948,14802
"2022-01-29","2호선","선릉",16621,14513
"2022-01-29","2호선","삼성(무역센터)",19407,19342
"2022-01-29","2호선","종합운동장",3865,4074
"2022-01-29","2호선","잠실새내",13809,14249
"2022-01-29","2호선","잠실(송파구청)",46446,44730
"2022-01-29","2호선","잠실나루",6029,5886
"2022-01-29","2호선","강변(동서울터미널)",19081,26896
"2022-01-29","2호선","구의(광진구청)",13451,12550
"2022-01-29","2호선","건대입구",26634,27417
"2022-01-29","2호선","성수",15279,16135
"2022-01-29","2호선","뚝섬",10176,10270
"2022-01-29","2호선","한양대",2304,2281
"2022-01-29","2호선","왕십리(성동구청)",10111,8229
"2022-01-29","2호선","상왕십리",7862,7206
"2022-01-29","2호선","신당",9226,9255
"2022-01-29","2호선","동대문역사문화공원(DDP)",7380,8209
"2022-01-29","2호선","을지로4가",5322,5373
"2022-01-29","2호선","을지로3가",7260,7155
"2022-01-29","2호선","을지로입구",15693,15581
"2022-01-29","2호선","시청",5799,4963
"2022-01-29","1호선","청량리(서울시립대입구)",16977,17105
"2022-01-29","1호선","제기동",15376,16120
"2022-01-29","1호선","신설동",8060,7327
"2022-01-29","1호선","동대문",8649,8281
"2022-01-29","1호선","종로5가",14878,14124
"2022-01-29","1호선","종로3가",17062,15986
"2022-01-29","1호선","종각",13440,12581
"2022-01-29","1호선","시청",7205,7244
"2022-01-29","1호선","동묘앞",9309,9512
"2022-01-29","1호선","서울역",19588,24323
"2022-01-29","중앙선","양평",1727,2214
"2022-01-29","중앙선","원덕",261,259
"2022-01-29","중앙선","용문",1192,1609
"2022-01-29","중앙선","지평",30,37
"2022-01-29","중앙선","덕소",3524,3631
"2022-01-29","중앙선","양정",359,321
"2022-01-29","중앙선","도농",5279,5167
"2022-01-29","중앙선","구리",7924,8332
"2022-01-29","중앙선","양원",1076,1079
"2022-01-29","중앙선","망우",5223,5174
"2022-01-29","중앙선","상봉(시외버스터미널)",4120,3929
"2022-01-29","중앙선","중랑",3665,3439
"2022-01-29","중앙선","회기",14843,12997
"2022-01-29","장항선","신창(순천향대)",737,830
"2022-01-29","장항선","온양온천",3869,4090
"2022-01-29","장항선","배방",740,768
"2022-01-29","장항선","탕정",336,344
"2022-01-29","장항선","아산",1884,2096
"2022-01-29","장항선","쌍용(나사렛대)",1178,1151
"2022-01-29","장항선","봉명",641,588
"2022-01-29","일산선","대화",6760,6212
"2022-01-29","일산선","주엽",5289,5273
"2022-01-29","일산선","정발산",5359,5296
"2022-01-29","일산선","마두",4070,4123
"2022-01-29","일산선","백석",6225,6380
"2022-01-29","일산선","대곡",884,823
"2022-01-29","일산선","화정",10748,10953
"2022-01-29","일산선","원당",6764,6620
"2022-01-29","일산선","삼송",11875,11468
"2022-01-29","일산선","원흥",5970,5560
"2022-01-29","우이신설선","신설동",1229,1181
"2022-01-29","우이신설선","보문",996,881
"2022-01-29","우이신설선","성신여대입구(돈암)",2453,2766
"2022-01-29","우이신설선","정릉",3039,2448
"2022-01-29","우이신설선","북한산보국문",3963,3511
"2022-01-29","우이신설선","솔샘",3275,2931
"2022-01-29","우이신설선","삼양사거리",1750,1706
"2022-01-29","우이신설선","삼양",1394,1460
"2022-01-29","우이신설선","화계",2240,2086
"2022-01-29","우이신설선","가오리",2638,2480
"2022-01-29","우이신설선","4.19민주묘지",1915,1598
"2022-01-29","우이신설선","솔밭공원",1541,1458
"2022-01-29","우이신설선","북한산우이",2446,2406
"2022-01-29","안산선","수리산",2353,2044
"2022-01-29","안산선","오이도",5294,5728
"2022-01-29","안산선","정왕",5526,5148
"2022-01-29","안산선","신길온천",1080,1058
"2022-01-29","안산선","안산",8458,9160
"2022-01-29","안산선","초지",2460,2514
"2022-01-29","안산선","고잔",4433,4282
"2022-01-29","안산선","중앙",11892,12464
"2022-01-29","안산선","한대앞",5611,5471
"2022-01-29","안산선","상록수",9553,9906
"2022-01-29","안산선","반월",2774,2575
"2022-01-29","안산선","대야미",3033,2752
"2022-01-29","안산선","산본",10017,10358
"2022-01-29","수인선","인천",905,1427
"2022-01-29","수인선","숭의",2048,1994
"2022-01-29","수인선","인하대",3368,3000
"2022-01-29","수인선","송도",1479,1527
"2022-01-29","수인선","연수",3298,3305
"2022-01-29","수인선","원인재",3069,3226
"2022-01-29","수인선","남동인더스파크",916,839
"2022-01-29","수인선","호구포",2048,1963
"2022-01-29","수인선","인천논현",3475,3672
"2022-01-29","수인선","소래포구",3806,3795
"2022-01-29","수인선","월곶",1698,1646
"2022-01-29","수인선","달월",43,35
"2022-01-29","수인선","사리",2667,2390
"2022-01-29","수인선","야목",187,155
"2022-01-29","수인선","어천",543,469
"2022-01-29","수인선","오목천",1683,1405
"2022-01-29","수인선","고색",2046,2082
"2022-01-29","중앙선","도심",1177,1035
"2022-01-29","중앙선","팔당",860,919
"2022-01-29","중앙선","운길산",742,722
"2022-01-29","중앙선","양수",1288,1377
"2022-01-29","중앙선","신원",169,151
"2022-01-29","중앙선","국수",419,476
"2022-01-29","중앙선","아신",345,417
"2022-01-29","분당선","매교",1582,1649
"2022-01-29","분당선","수원시청",8191,8333
"2022-01-29","분당선","매탄권선",2658,2615
"2022-01-29","분당선","망포",7228,6597
"2022-01-29","분당선","영통",5376,5113
"2022-01-29","분당선","청명",2006,2031
"2022-01-29","분당선","상갈",3044,3160
"2022-01-29","분당선","기흥",5324,5177
"2022-01-29","분당선","신갈",2169,2268
"2022-01-29","분당선","구성",2725,2874
"2022-01-29","분당선","죽전",8394,9168
"2022-01-29","분당선","보정",1339,1301
"2022-01-29","분당선","이매",3295,3311
"2022-01-29","분당선","오리",6667,5595
"2022-01-29","분당선","미금",9309,9524
"2022-01-29","분당선","정자",8875,8816
"2022-01-29","분당선","수내",7781,7191
"2022-01-29","분당선","서현",16619,10052
"2022-01-29","분당선","야탑",14408,16053
"2022-01-29","분당선","모란",19705,20113
"2022-01-29","분당선","태평",9719,9268
"2022-01-29","분당선","가천대",3654,3924
"2022-01-29","분당선","선정릉",2377,2306
"2022-01-29","분당선","강남구청",3974,4613
"2022-01-29","분당선","압구정로데오",14416,15832
"2022-01-29","분당선","서울숲",5322,5518
"2022-01-29","분당선","수원",6036,4957
"2022-01-29","분당선","수서",6539,7983
"2022-01-29","분당선","대모산입구",2538,2311
"2022-01-29","분당선","개포동",1990,2008
"2022-01-29","분당선","구룡",871,851
"2022-01-29","분당선","도곡",3571,3214
"2022-01-29","분당선","한티",10510,10114
"2022-01-29","분당선","선릉",3649,5354
"2022-01-29","과천선","범계",15980,15658
"2022-01-29","과천선","평촌",6846,6464
"2022-01-29","과천선","인덕원",12367,12409
"2022-01-29","과천선","정부과천청사",4655,4709
"2022-01-29","과천선","과천",3701,3359
"2022-01-29","과천선","대공원",2960,3228
"2022-01-29","과천선","경마공원",8193,8221
"2022-01-29","공항철도 1호선","영종",2166,2142
"2022-01-29","공항철도 1호선","인천공항2터미널",1591,1473
"2022-01-29","공항철도 1호선","인천공항1터미널",2779,3094
"2022-01-29","공항철도 1호선","공항화물청사",1176,1218
"2022-01-29","공항철도 1호선","운서",4919,4591
"2022-01-29","공항철도 1호선","청라국제도시",3010,3039
"2022-01-29","공항철도 1호선","검암",3410,3400
"2022-01-29","공항철도 1호선","계양",5170,5008
"2022-01-30","7호선","건대입구",6532,6092
"2022-01-30","경춘선","남춘천",1654,1943
"2022-01-30","경춘선","춘천",883,1055
"2022-01-30","공항철도 1호선","서울역",3695,4628
"2022-01-30","공항철도 1호선","공덕",918,1157
"2022-01-30","공항철도 1호선","홍대입구",7202,6627
"2022-01-30","공항철도 1호선","디지털미디어시티",2770,2382
"2022-01-30","공항철도 1호선","마곡나루(서울식물원)",1568,1605
"2022-01-30","공항철도 1호선","김포공항",8874,5263
"2022-01-30","공항철도 1호선","계양",3979,3899
"2022-01-30","공항철도 1호선","검암",2748,2745
"2022-01-30","공항철도 1호선","청라국제도시",2280,2224
"2022-01-30","공항철도 1호선","운서",4019,3837
"2022-01-30","공항철도 1호선","공항화물청사",908,861
"2022-01-30","공항철도 1호선","인천공항1터미널",2780,2983
"2022-01-30","공항철도 1호선","인천공항2터미널",1567,1552
"2022-01-30","공항철도 1호선","영종",1745,1715
"2022-01-30","과천선","선바위",2824,2659
"2022-01-30","과천선","경마공원",8366,8468
"2022-01-30","과천선","대공원",2899,2882
"2022-01-30","과천선","과천",2863,2718
"2022-01-30","과천선","정부과천청사",3376,3353
"2022-01-30","과천선","인덕원",9018,9052
"2022-01-30","과천선","평촌",4863,4620
"2022-01-30","과천선","범계",11615,11259
"2022-01-30","분당선","선릉",1845,2608
"2022-01-30","분당선","한티",6987,6499
"2022-01-30","분당선","도곡",2069,1953
"2022-01-30","분당선","구룡",539,545
"2022-01-30","분당선","개포동",1417,1428
"2022-01-30","분당선","대모산입구",1550,1485
"2022-01-30","분당선","수서",4683,5781
"2022-01-30","분당선","수원",4639,3918
"2022-01-30","분당선","서울숲",4061,3961
"2022-01-30","분당선","압구정로데오",8252,9008
"2022-01-30","분당선","강남구청",2134,2396
"2022-01-30","분당선","선정릉",1331,1269
"2022-01-30","분당선","가천대",2649,2864
"2022-01-30","분당선","태평",7103,6779
"2022-01-30","분당선","모란",9339,9401
"2022-01-30","분당선","야탑",10374,11590
"2022-01-30","분당선","서현",12223,6876
"2022-01-30","분당선","수내",4926,4670
"2022-01-30","분당선","정자",5773,5630
"2022-01-30","분당선","미금",6084,6245
"2022-01-30","분당선","오리",4605,3800
"2022-01-30","분당선","이매",2327,2452
"2022-01-30","분당선","보정",897,842
"2022-01-30","분당선","죽전",6302,6896
"2022-01-30","분당선","구성",1846,2099
"2022-01-30","분당선","신갈",1560,1550
"2022-01-30","분당선","기흥",3803,3766
"2022-01-30","분당선","상갈",2261,2311
"2022-01-30","분당선","청명",1526,1500
"2022-01-30","분당선","영통",3891,3465
"2022-01-30","분당선","망포",4793,4542
"2022-01-30","분당선","매탄권선",1954,1771
"2022-01-30","분당선","수원시청",5544,5288
"2022-01-30","분당선","매교",1147,1167
"2022-01-30","수인선","고색",1373,1452
"2022-01-30","수인선","오목천",1249,1177
"2022-01-30","수인선","어천",448,393
"2022-01-30","수인선","야목",145,129
"2022-01-30","수인선","사리",2032,1743
"2022-01-30","수인선","달월",37,40
"2022-01-30","수인선","월곶",1296,1204
"2022-01-30","수인선","소래포구",3427,3470
"2022-01-30","수인선","인천논현",2468,2554
"2022-01-30","수인선","호구포",1671,1508
"2022-01-30","수인선","남동인더스파크",585,488
"2022-01-30","수인선","원인재",2466,2524
"2022-01-30","수인선","연수",2707,2634
"2022-01-30","수인선","송도",1128,1195
"2022-01-30","수인선","인하대",2388,2235
"2022-01-30","수인선","숭의",1621,1548
"2022-01-30","수인선","신포",942,977
"2022-01-30","수인선","인천",848,1280
"2022-01-30","안산선","산본",7104,7393
"2022-01-30","안산선","대야미",2333,2006
"2022-01-30","안산선","반월",2086,2044
"2022-01-30","안산선","상록수",7632,7755
"2022-01-30","안산선","한대앞",4278,4335
"2022-01-30","안산선","중앙",8525,9048
"2022-01-30","안산선","고잔",3103,3076
"2022-01-30","안산선","초지",1702,1920
"2022-01-30","안산선","안산",8909,9676
"2022-01-30","안산선","신길온천",830,835
"2022-01-30","안산선","정왕",4711,4556
"2022-01-30","안산선","오이도",4213,4450
"2022-01-30","안산선","수리산",1668,1564
"2022-01-30","우이신설선","북한산우이",2070,2136
"2022-01-30","우이신설선","솔밭공원",1198,1092
"2022-01-30","우이신설선","4.19민주묘지",1530,1234
"2022-01-30","중앙선","운길산",608,548
"2022-01-30","중앙선","양수",1066,1136
"2022-01-30","중앙선","신원",127,115
"2022-01-30","중앙선","국수",377,401
"2022-01-30","중앙선","아신",337,370
"2022-01-30","중앙선","오빈",149,178
"2022-01-30","중앙선","양평",1450,1903
"2022-01-30","중앙선","원덕",184,264
"2022-01-30","중앙선","용문",1947,2350
"2022-01-30","중앙선","지평",41,61
"2022-01-30","경인선","주안",9323,8342
"2022-01-30","경인선","동암",7856,8152
"2022-01-30","경인선","백운",3115,3235
"2022-01-30","경인선","부평",19414,20898
"2022-01-30","경인선","송내",9738,9907
"2022-01-30","경인선","부천",19190,19165
"2022-01-30","경인선","역곡",11892,11835
"2022-01-30","경인선","오류동",5795,4983
"2022-01-30","경인선","개봉",9411,9287
"2022-01-30","경의선","임진강",48,36
"2022-01-30","경의선","문산",2610,2787
"2022-01-30","경의선","파주",487,386
"2022-01-30","경의선","월롱",703,687
"2022-01-30","경의선","금촌",3533,3640
"2022-01-30","경의선","금릉",2101,2137
"2022-01-30","경의선","운정",2745,2884
"2022-01-30","경의선","야당",3822,3674
"2022-01-30","경의선","탄현",3228,3205
"2022-01-30","경의선","일산",3744,3808
"2022-01-30","경의선","풍산",2758,2745
"2022-01-30","경의선","백마",2580,2556
"2022-01-30","경의선","곡산",236,224
"2022-01-30","경의선","능곡",1702,1730
"2022-01-30","경의선","행신",3052,3067
"2022-01-30","경의선","강매",1156,1043
"2022-01-30","경의선","화전",548,445
"2022-01-30","경의선","수색",694,679
"2022-01-30","경의선","디지털미디어시티",1102,958
"2022-01-30","경의선","가좌",2287,2034
"2022-01-30","경의선","홍대입구",1203,1313
"2022-01-30","경의선","서강대",954,829
"2022-01-30","경의선","공덕",1295,1019
"2022-01-30","경의선","효창공원앞",1016,1063
"2022-01-30","경의선","신촌",179,171
"2022-01-30","경의선","서울역",655,735
"2022-01-30","경원선","소요산",2097,2075
"2022-01-30","경원선","동두천",941,1311
"2022-01-30","경원선","보산",848,924
"2022-01-30","경원선","동두천중앙",1984,2067
"2022-01-30","경원선","지행",3274,3414
"2022-01-30","경원선","덕정",2716,2591
"2022-01-30","경원선","덕계",1249,1259
"2022-01-30","경원선","양주",3893,3899
"2022-01-30","경원선","녹양",2097,2141
"2022-01-30","경원선","가능",3229,3093
"2022-01-30","경원선","의정부",12051,12647
"2022-01-30","경원선","회룡",5942,5918
"2022-01-30","경원선","망월사",3608,3763
"2022-01-30","경원선","도봉산",5969,4076
"2022-01-30","경원선","도봉",3009,2794
"2022-01-30","경원선","방학",5080,4841
"2022-01-30","경원선","녹천",2282,1920
"2022-01-30","경원선","월계",3272,3018
"2022-01-30","경원선","광운대",3397,3358
"2022-01-30","경원선","석계",4214,4277
"2022-01-30","경원선","신이문",4174,3842
"2022-01-30","경원선","외대앞",3713,3281
"2022-01-30","경원선","청량리(서울시립대입구)",9516,10344
"2022-01-30","경원선","왕십리(성동구청)",7104,7537
"2022-01-30","경원선","응봉",798,714
"2022-01-30","경원선","옥수",26,18
"2022-01-30","경원선","한남",1608,1494
"2022-01-30","경원선","서빙고",1066,1051
"2022-01-30","경원선","이촌(국립중앙박물관)",1788,1407
"2022-01-30","경부선","광명",1368,1497
"2022-01-30","경부선","서동탄",550,585
"2022-01-30","경부선","당정",2336,2237
"2022-01-30","경부선","천안",4165,4882
"2022-01-30","경부선","두정",3047,3081
"2022-01-30","경부선","직산",396,380
"2022-01-30","경부선","성환",1859,1918
"2022-01-30","경부선","평택",8417,8567
"2022-01-30","경부선","평택지제",1350,1459
"2022-01-30","경부선","서정리",3316,3233
"2022-01-30","경부선","송탄",2759,2511
"2022-01-30","경부선","진위",593,581
"2022-01-30","경부선","오산",6084,6084
"2022-01-30","경부선","오산대",1625,1414
"2022-01-30","경부선","세마",1272,1174
"2022-01-30","경부선","병점",6833,6915
"2022-01-30","경부선","세류",1477,1585
"2022-01-30","경부선","독산",5216,4931
"2022-01-30","경부선","수원",24059,25775
"2022-01-30","경부선","화서",2950,2972
"2022-01-30","경부선","성균관대",5675,5504
"2022-01-30","경부선","의왕",3252,3316
"2022-01-30","경부선","군포",2471,2263
"2022-01-30","경부선","금정",11130,11361
"2022-01-30","경부선","명학",2423,2406
"2022-01-30","경부선","안양",10373,10677
"2022-01-30","경부선","관악",3392,3218
"2022-01-30","경부선","석수",3688,3744
"2022-01-30","경부선","금천구청",4958,4849
"2022-01-30","경부선","가산디지털단지",3529,4439
"2022-01-30","경부선","구로",7385,7533
"2022-01-30","경부선","신길",3512,2809
"2022-01-30","경부선","신도림",1819,1505
"2022-01-30","경부선","영등포",24482,24823
"2022-01-30","경부선","대방",4397,4215
"2022-01-30","경부선","노량진",5127,4778
"2022-01-30","경부선","용산",19341,23070
"2022-01-30","경부선","남영",3366,3309
"2022-01-30","경부선","서울역",2526,1206
"2022-01-30","경강선","여주",1433,1859
"2022-01-30","경강선","세종대왕릉",207,271
"2022-01-30","경강선","부발",1145,1205
"2022-01-30","경강선","이천",1672,1974
"2022-01-30","경강선","신둔도예촌",626,706
"2022-01-30","경강선","곤지암",1517,1493
"2022-01-30","경강선","초월",1301,1260
"2022-01-30","경강선","경기광주",3144,3329
"2022-01-30","경강선","삼동",879,818
"2022-01-30","경강선","이매",601,366
"2022-01-30","경강선","판교",2083,1946
"2022-01-30","9호선2~3단계","중앙보훈병원",2459,2436
"2022-01-30","9호선2~3단계","둔촌오륜",445,427
"2022-01-30","9호선2~3단계","올림픽공원(한국체대)",3450,3276
"2022-01-30","9호선2~3단계","한성백제",1045,802
"2022-01-30","9호선2~3단계","송파나루",2500,2476
"2022-01-30","9호선2~3단계","석촌",3688,2710
"2022-01-30","9호선2~3단계","석촌고분",2526,2197
"2022-01-30","9호선2~3단계","삼전",2997,2502
"2022-01-30","9호선2~3단계","종합운동장",1783,1500
"2022-01-30","9호선2~3단계","봉은사",5366,5224
"2022-01-30","9호선2~3단계","삼성중앙",1488,1431
"2022-01-30","9호선2~3단계","선정릉",2133,2027
"2022-01-30","9호선2~3단계","언주",2417,2205
"2022-01-30","9호선","신논현",12150,11509
"2022-01-30","9호선","사평",1122,1138
"2022-01-30","9호선","고속터미널",6281,14433
"2022-01-30","9호선","신반포",1198,1187
"2022-01-30","9호선","구반포",429,376
"2022-01-30","9호선","동작(현충원)",1130,802
"2022-01-30","9호선","흑석(중앙대입구)",3148,3112
"2022-01-30","9호선","노들",1980,1652
"2022-01-30","9호선","노량진",12060,11009
"2022-01-30","9호선","샛강",1191,1170
"2022-01-30","9호선","여의도",6539,5769
"2022-01-30","9호선","국회의사당",2976,2644
"2022-01-30","9호선","당산",6524,5881
"2022-01-30","9호선","선유도",2190,1940
"2022-01-30","9호선","신목동",1294,1130
"2022-01-30","9호선","염창",7020,5969
"2022-01-30","9호선","등촌",4534,4172
"2022-01-30","9호선","증미",2668,2543
"2022-01-30","9호선","가양",8315,7421
"2022-01-30","9호선","양천향교",3324,2906
"2022-01-30","9호선","마곡나루(서울식물원)",3874,3573
"2022-01-30","9호선","신방화",2771,2700
"2022-01-30","9호선","공항시장",1406,1436
"2022-01-30","9호선","김포공항",5427,10787
"2022-01-30","9호선","개화",850,769
"2022-01-30","8호선","남위례",1514,1624
"2022-01-30","8호선","모란",2273,1848
"2022-01-30","8호선","수진",2490,2232
"2022-01-30","8호선","신흥",2102,2252
"2022-01-30","8호선","단대오거리",4615,4357
"2022-01-30","8호선","남한산성입구(성남법원.검찰청)",5605,4994
"2022-01-30","8호선","산성",2460,2545
"2022-01-30","8호선","복정",3441,3114
"2022-01-30","8호선","장지",7142,6972
"2022-01-30","8호선","문정",3601,3364
"2022-01-30","8호선","가락시장",3320,3538
"2022-01-30","8호선","송파",2729,2899
"2022-01-30","8호선","석촌",3235,3898
"2022-01-30","8호선","잠실(송파구청)",7950,9081
"2022-01-30","8호선","몽촌토성(평화의문)",2417,2245
"2022-01-30","8호선","강동구청",3744,3750
"2022-01-30","8호선","천호(풍납토성)",7325,8256
"2022-01-30","8호선","암사",7761,7202
"2022-01-30","7호선","신중동",1,0
"2022-01-30","7호선","온수(성공회대입구)",3353,3265
"2022-01-30","7호선","천왕",4220,4032
"2022-01-30","7호선","광명사거리",11615,11730
"2022-01-30","7호선","철산",8489,8498
"2022-01-30","7호선","가산디지털단지",8157,6825
"2022-01-30","7호선","남구로",5721,5664
"2022-01-30","7호선","대림(구로구청)",7105,7040
"2022-01-30","7호선","신풍",4955,4585
"2022-01-30","7호선","보라매",3501,3068
"2022-01-30","7호선","신대방삼거리",6744,6010
"2022-01-30","7호선","장승배기",4153,3801
"2022-01-30","7호선","상도",4186,3685
"2022-01-30","7호선","숭실대입구(살피재)",4600,4258
"2022-01-30","7호선","남성",4534,3989
"2022-01-30","7호선","이수",6584,5949
"2022-01-30","7호선","내방",4287,4250
"2022-01-30","7호선","고속터미널",6759,7722
"2022-01-30","7호선","반포",2247,2234
"2022-01-30","7호선","논현",4915,5265
"2022-01-30","7호선","학동",3694,3568
"2022-01-30","7호선","강남구청",3750,3708
"2022-01-30","7호선","청담",4368,4641
"2022-01-30","7호선","뚝섬유원지",3724,3417
"2022-01-30","경춘선","김유정",304,331
"2022-01-30","7호선","어린이대공원(세종대)",5387,4550
"2022-01-30","7호선","군자(능동)",6155,4400
"2022-01-30","7호선","중곡",4404,4016
"2022-01-30","7호선","용마산(용마폭포공원)",2697,2831
"2022-01-30","7호선","사가정",7250,7129
"2022-01-30","7호선","면목",7036,6711
"2022-01-30","7호선","상봉(시외버스터미널)",7924,7275
"2022-01-30","7호선","중화",4607,4334
"2022-01-30","7호선","먹골",4662,4469
"2022-01-30","7호선","태릉입구",3798,3468
"2022-01-30","7호선","공릉(서울과학기술대)",5245,4937
"2022-01-30","7호선","하계",7449,7024
"2022-01-30","7호선","중계",5668,5228
"2022-01-30","7호선","노원",9136,9175
"2022-01-30","7호선","마들",5032,4547
"2022-01-30","7호선","수락산",6249,6186
"2022-01-30","7호선","도봉산",3748,5526
"2022-01-30","7호선","장암",795,588
"2022-01-30","6호선","봉화산(서울의료원)",3141,3269
"2022-01-30","6호선","화랑대(서울여대입구)",3894,3302
"2022-01-30","6호선","태릉입구",2434,2383
"2022-01-30","6호선","석계",5336,5407
"2022-01-30","6호선","돌곶이",4274,3870
"2022-01-30","6호선","상월곡(한국과학기술연구원)",2619,2304
"2022-01-30","6호선","월곡(동덕여대)",4579,4250
"2022-01-30","6호선","고려대(종암)",3189,2769
"2022-01-30","6호선","안암(고대병원앞)",3075,2636
"2022-01-30","6호선","보문",3155,2543
"2022-01-30","6호선","창신",1352,1229
"2022-01-30","6호선","동묘앞",4810,4308
"2022-01-30","6호선","신당",3211,2890
"2022-01-30","6호선","청구",1421,1357
"2022-01-30","6호선","약수",1314,1416
"2022-01-30","6호선","버티고개",839,905
"2022-01-30","6호선","한강진",4604,5461
"2022-01-30","6호선","이태원",7644,7660
"2022-01-30","6호선","녹사평(용산구청)",2953,2859
"2022-01-30","6호선","삼각지",2705,2029
"2022-01-30","6호선","효창공원앞",2711,2332
